ID;URL;Источник_сбора;Поисковый_запрос_тип;Позиция_в_выдаче;Заголовок;Домен;P1_Релевантность;P2_Научность;P3_Актуальность;P4_Достоверность;P5_Практическая_ценность;ИКМ;Класс_качества;Тип_источника;DOI;Год
EDUCATION_127;https://www.ijais.org/archives/volume9/number2/765-1366;scholar;education_scholar_20;4;Decision Support Systems (DSS) in Higher Education System;www.ijais.org;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_128;https://sciencescholar.us/journal/index.php/ijhs/article/view/6344;scholar;education_scholar_1;4;Influence of digital marketing in students' decision-making process for enrollment in higher educati;sciencescholar.us;10;5;7;5;5;6.4;средний;blog;Нет;2022
EDUCATION_129;https://elearningindustry.com/adaptive-learning-personalized-education-in-the-digital-age;scholar;education_scholar_40;4;Adaptive Learning: Personalized Education In The Digital;elearningindustry.com;6;5;8;5;5;5.8;низкий;blog;Нет;2023
EDUCATION_130;https://link.springer.com/article/10.1007/s44217-026-01192-8;scholar;education_scholar_30;4;Determinants of educational technology adoption among;link.springer.com;6;9;10;9;5;7.8;средний;academic;Нет;2026
EDUCATION_131;https://hr.mit.edu/learning-topics/teams/articles/models;scholar;education_scholar_21;4;Decision-Making Models;hr.mit.edu;9;5;6;5;6;6.2;средний;blog;Нет;2024
EDUCATION_132;https://medium.com/@uthmanabdulquadir95/analyzing-student-academic-performance-with-data-analytics-0b8f84bbe403;scholar;education_scholar_31;4;📊 Analyzing Student Academic Performance with Data;medium.com;7;5;6;5;5;5.6;низкий;media;Нет;2024
EDUCATION_133;https://smowl.net/en/blog/educational-data-mining-guide-examples;scholar;education_scholar_41;5;Educational data mining: what is it and examples;smowl.net;9;5;10;5;5;6.8;средний;blog;Нет;2025
EDUCATION_134;https://ieeexplore.ieee.org/document/6169819;scholar;education_scholar_20;5;A Knowledge-Driven Educational Decision Support System;ieeexplore.ieee.org;7;9;6;9;5;7.2;средний;academic;Нет;2024
EDUCATION_135;https://ic4ml.org/blogs/doctoral-summer-school-research-on-digital-media-and-information-literacy;scholar;education_scholar_1;5;Doctoral Summer School - Research on Digital, Media and Information Literacy - Blogs;ic4ml.org;8;5;10;5;5;6.6;средний;blog;Нет;2026
EDUCATION_136;https://qjss.com.pk/index.php/qjss/article/view/162;scholar;education_scholar_30;5;Barriers to Educational Technology Adoption: Navigating;qjss.com.pk;6;5;9;5;5;6.0;средний;blog;Нет;2024
EDUCATION_137;https://aztechtraining.com/articles/what-are-decision-making-models-types-of-decision-making-models;scholar;education_scholar_21;5;What Are Decision-Making Models? Types of;aztechtraining.com;8;5;10;5;5;6.6;средний;blog;Нет;2025
EDUCATION_138;https://dialnet.unirioja.es/descarga/articulo/9956093.pdf;scholar;education_scholar_31;5;Data Analysis and Prediction of Student Academic;dialnet.unirioja.es;8;5;9;5;5;6.4;средний;blog;Нет;2024
EDUCATION_139;https://www.mdpi.com/2673-8392/4/4/108;scholar;education_scholar_41;6;Educational Data Mining: A Foundational Overview;www.mdpi.com;7;9;9;9;6;8.0;высокий;academic;Нет;2024
EDUCATION_140;https://journal.staihubbulwathan.id/index.php/alishlah/article/download/4120/1883;scholar;education_scholar_20;6;Designing a Decision Support System for Educational;journal.staihubbulwathan.id;8;5;8;5;5;6.2;средний;blog;Нет;2023
EDUCATION_141;https://www.researchgate.net/publication/383156553_IMPACT_OF_SOCIAL_MEDIA_ON_THE_DECISION-MAKING_PROCESS_OF_STUDENT;scholar;education_scholar_1;6;(PDF) IMPACT OF SOCIAL MEDIA ON THE DECISION-MAKING PROCESS OF STUDENT;www.researchgate.net;8;9;9;9;5;8.0;высокий;academic;Нет;2024
EDUCATION_142;https://www.mdpi.com/2071-1050/17/8/3592;scholar;education_scholar_30;6;Toward Sustainable Education: A Contextualized Model for;www.mdpi.com;7;9;10;9;5;8.0;высокий;academic;Нет;2025
EDUCATION_143;https://www.aacrao.org/resources/newsletters-blogs/aacrao-connect/article/field-notes--6-models-for-decision-making-in-higher-education;scholar;education_scholar_21;6;6 models for decision-making in higher education;www.aacrao.org;9;5;6;5;5;6.0;средний;blog;Нет;2024
EDUCATION_144;https://www.kaggle.com/datasets/emanfatima2/student-academic-performance-analysis-dataset;scholar;education_scholar_31;6;Student Academic Performance Analysis Dataset;www.kaggle.com;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_145;https://learninganalytics.upenn.edu/ryanbaker/Chapter12BakerSiemensv3.pdf;scholar;education_scholar_41;7;13 Learning Analytics and Educational Data Mining;learninganalytics.upenn.edu;9;5;6;5;6;6.2;средний;blog;Нет;2024
EDUCATION_146;https://online-journals.org/index.php/i-jet/article/view/9582;scholar;education_scholar_20;7;A Data Driven Educational Decision Support System;online-journals.org;10;5;6;5;5;6.2;средний;blog;Нет;2024
EDUCATION_147;https://www.mdpi.com/2071-1050/17/3/1133;scholar;education_scholar_40;7;The Moderating Role of Digital Literacy;www.mdpi.com;7;9;10;9;5;8.0;высокий;academic;Нет;2025
EDUCATION_148;https://files.eric.ed.gov/fulltext/EJ901292.pdf;scholar;education_scholar_30;7;Adoption of Educational Technology: How Does Gender;files.eric.ed.gov;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_149;https://fiveable.me/educational-leadership/unit-7/models-decision-making-educational-contexts/study-guide/0sRO5BAW6hzmyuMn;scholar;education_scholar_21;7;7.1 Models of Decision-Making in Educational Contexts;fiveable.me;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_150;https://www.ijiet.org/list-197-1.html;scholar;education_scholar_41;8;Educational Data Mining (EDM) and Learning Analytics (LA);www.ijiet.org;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_151;https://alliancefordecisioneducation.org/blog/how-skills-found-in-decision-education-and-media-literacy-empower-students;scholar;education_scholar_1;8;How Skills Found in Decision Education and Media Literacy Empower Students;alliancefordecisioneducation.org;8;5;8;5;5;6.2;средний;blog;Нет;2023
EDUCATION_152;https://www.emerald.com/heed/article-pdf/doi/10.1108/HEED-07-2024-0033/9743930/heed-07-2024-0033.pdf;scholar;education_scholar_30;8;a systematic review of factors influencing EdTech adoption;www.emerald.com;6;5;9;5;5;6.0;средний;blog;Да;2024
EDUCATION_153;https://www.ncbi.nlm.nih.gov/books/NBK127474;scholar;education_scholar_21;8;Overview of Decision Models Used in Research - NCBI;www.ncbi.nlm.nih.gov;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_154;https://pdfs.semanticscholar.org/e910/33afc51ed402e058ed8aaf83aa8fb190c7cb.pdf;scholar;education_scholar_31;8;Data Visualization of Student Academic Performance;pdfs.semanticscholar.org;7;9;6;9;5;7.2;средний;academic;Нет;2024
EDUCATION_155;https://apsce.net/groups/sig-10-learning-analytics-and-educational-data-mining-laedm;scholar;education_scholar_41;9;Learning Analytics and Educational Data Mining (LAEDM);apsce.net;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_156;https://ebooks.inflibnet.ac.in/mgmtp06/chapter/decision-support-systems;scholar;education_scholar_20;9;15. Decision Support Systems;ebooks.inflibnet.ac.in;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_157;https://www.coursera.org/articles/adaptive-learning-platforms;scholar;education_scholar_40;9;Adaptive Learning Platforms: How AI Powers Personalized;www.coursera.org;7;5;10;5;5;6.4;средний;blog;Нет;2025
EDUCATION_158;https://rsisinternational.org/journals/ijriss/articles/challenges-and-impacts-of-technology-adoption-in-education-a-systematic-literature-review;scholar;education_scholar_30;9;Challenges and Impacts of Technology Adoption in;rsisinternational.org;8;5;10;5;5;6.6;средний;blog;Нет;2025
EDUCATION_159;https://journals.aom.org/doi/10.5465/255259;scholar;education_scholar_21;9;Decision Theory in Academic Administration - AOM Journals;journals.aom.org;7;5;6;5;5;5.6;низкий;blog;Да;2024
EDUCATION_160;https://www.researchgate.net/publication/398937586_Student_Performance_Analytics;scholar;education_scholar_31;9;(PDF) Student Performance Analytics;www.researchgate.net;9;9;10;9;6;8.6;высокий;academic;Нет;2025
EDUCATION_161;https://dasci.es/en/linea-investigacion/educational-learning-analytics;scholar;education_scholar_41;10;Educational Data Mining & Learning Analytics;dasci.es;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_162;https://www.frontlineeducation.com/the-complete-guide-to-data-based-decision-support-systems;scholar;education_scholar_20;10;The Complete Guide to Data-Based Decision Support Systems;www.frontlineeducation.com;10;5;6;5;5;6.2;средний;blog;Нет;2024
EDUCATION_163;https://pubmed.ncbi.nlm.nih.gov/41689822;scholar;education_scholar_1;10;Parents' Decisions Regarding Digital Media Use by Their Children Under Three Years Old in the United;pubmed.ncbi.nlm.nih.gov;9;5;10;5;5;6.8;средний;blog;Нет;2026
EDUCATION_164;https://www.preprints.org/manuscript/202503.0603;scholar;education_scholar_30;10;A Model for Educational Technology Adoption in;www.preprints.org;7;5;10;5;5;6.4;средний;blog;Нет;2025
EDUCATION_165;https://www.waldenu.edu/online-masters-programs/ms-in-leadership/resource/what-are-models-of-decision-making;scholar;education_scholar_21;10;What Are Models of Decision-Making?;www.waldenu.edu;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_166;https://www.sciencedirect.com/science/article/pii/S2666374024001146;scholar;education_scholar_31;10;Applications of learning analytics in the study of academic;www.sciencedirect.com;7;9;6;9;5;7.2;средний;academic;Нет;2024
EDUCATION_167;https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0_%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F_%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC;yandex;education_yandex_31;1;Система управления обучением;ru.wikipedia.org;9;5;6;5;5;6.0;средний;blog;Нет;2024
EDUCATION_168;https://educationschool.ru/learning-analytics;yandex;education_yandex_32;1;Образовательная аналитика: как использовать данные;educationschool.ru;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_169;https://cyberleninka.ru/article/n/sovremennye-obrazovatelnye-tehnologii-est-li-vybor;yandex;education_yandex_30;1;Современные образовательные технологии - есть ли;cyberleninka.ru;6;9;6;9;5;7.0;средний;academic;Нет;2024
EDUCATION_170;https://tkskt.ru/wp-content/uploads/2019/05/poplyovina-v.a..-pedagogika.pdf;yandex;education_yandex_22;1;Учебно-методическое пособие для решения;tkskt.ru;7;5;6;5;6;5.8;низкий;blog;Нет;2024
EDUCATION_171;https://ioe.hse.ru/digitalineducation;yandex;education_yandex_21;1;Цифровые технологии в образовании: как современные;ioe.hse.ru;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_172;https://www.kp.ru/putevoditel/obrazovanie/luchshie-kursy-po-analitike-dannykh;yandex;education_yandex_43;1;20+ лучших онлайн-курсов по аналитике данных 2025;www.kp.ru;8;5;10;5;5;6.6;средний;blog;Нет;2025
EDUCATION_173;https://sberuniversity.ru/edutech-club/lab/glossary/390;yandex;education_yandex_40;1;Адаптивное обучение – Словарь-справочник по;sberuniversity.ru;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_174;https://www.consultant.ru/document/cons_doc_LAW_140174/07b2a433c35195c28c56a221a970dc3ce333fade;yandex;education_yandex_41;1;Статья 98. Информационные системы в;www.consultant.ru;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_175;https://www.hse.ru/edu/courses/1048921217;yandex;education_yandex_1;1;Управленческие решения и бизнес-логика – Учебные курсы - Высшая школа экономики;www.hse.ru;9;5;6;5;5;6.0;средний;blog;Нет;2024
EDUCATION_176;https://studfile.net/preview/6023872/page:34;yandex;education_yandex_20;1;2.1.2. Технология решения педагогических задач;studfile.net;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_177;https://www.sap.com/central-asia-caucasus/products/hcm/corporate-lms/what-is-lms.html;yandex;education_yandex_31;2;Что такое система управления обучением (LMS)?;www.sap.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_178;http://eduanalytics.ru;yandex;education_yandex_32;2;Аналитика образования;eduanalytics.ru;6;5;6;5;6;5.6;низкий;blog;Нет;2024
EDUCATION_179;https://www.ranepa.ru/blog/obrazovanie-i-samorazvitie/obrazovatelnye-tekhnologii-chto-eto-kakie-byvayut-chto-vkhodit-v-tekhnologiyu-primery;yandex;education_yandex_30;2;Образовательные технологии: что это, какие бывают,;www.ranepa.ru;7;5;8;5;6;6.2;средний;blog;Нет;2023
EDUCATION_180;https://ddutvyborg.spb.ru/wp-content/uploads/2017/11/%D0%9C%D0%B5%D1%82%D0%BE%D0%B4%D1%8B-%D0%B8-%D0%BC%D0%B5%D1%82%D0%BE%D0%B4%D0%B8%D0%BA%D0%B0-%D0%BF%D0%B5%D0%B4%D0%B0%D0%B3%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D0%B8%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB-%D0%B4%D0%BB%D1%8F-%D1%81%D0%B0%D0%BC%D0%BE%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-1.pdf;yandex;education_yandex_22;2;Методы и методика педагогического исследования.;ddutvyborg.spb.ru;8;5;6;5;6;6.0;средний;blog;Нет;2024
EDUCATION_181;https://skillspace.ru/blog/chto-takoe-cifrovizaciya-obrazovaniya-i-zachem-ona-nuzhna;yandex;education_yandex_21;2;Что такое цифровизация образования и зачем она нужна;skillspace.ru;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_182;https://www.rbc.ru/courses/analytics;yandex;education_yandex_43;2;Курсы по аналитике и работе с данными;www.rbc.ru;10;5;6;5;5;6.2;средний;blog;Нет;2024
EDUCATION_183;https://skillbox.ru/media/education/adaptivnoe-obuchenie-chto-eto-i-zachem-nuzhno;yandex;education_yandex_40;2;Адаптивное обучение: что это и зачем нужно;skillbox.ru;6;5;7;5;6;5.8;низкий;blog;Нет;2022
EDUCATION_184;https://minobrnauki.gov.ru/action/infosystems;yandex;education_yandex_41;2;Информационные системы;minobrnauki.gov.ru;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_185;https://cyberleninka.ru/article/n/metody-analiza-obrazovatelnyh-dannyh-i-sposoby-ih-primeneniya-v-pedagogicheskoy-i-upravlencheskoy-praktike-v-sfere-obrazovaniya;yandex;education_yandex_42;2;Методы анализа образовательных данных и способы;cyberleninka.ru;7;9;5;9;7;7.4;средний;academic;Нет;2020
EDUCATION_186;https://www.skolkovo.ru/programmes/kommunikaciya-upravlencheskih-reshenij;yandex;education_yandex_1;2;Коммуникация управленческих решений - 07 апреля 2026 года - 'Школа управления СКОЛКОВО';www.skolkovo.ru;7;5;10;5;5;6.4;средний;blog;Нет;2026
EDUCATION_187;https://kontur.ru/talk/spravka/48285-lms_sistema;yandex;education_yandex_31;3;LMS-система: что это такое, кому нужна, виды, как;kontur.ru;10;5;6;5;5;6.2;средний;blog;Нет;2024
EDUCATION_188;https://sberuniversity.ru/upload/edutech/magazine-edutech/edutech-46/EduTech_46_web.pdf;yandex;education_yandex_32;3;Аналитика обучения: о чем молчат данные?;sberuniversity.ru;9;5;6;5;6;6.2;средний;blog;Нет;2024
EDUCATION_189;https://olimp-plus.ru/blog/sovremennye-tekhnologii-v-obrazovanii;yandex;education_yandex_30;3;Технологии в образовании: Как инновации меняют;olimp-plus.ru;6;5;10;5;5;6.2;средний;blog;Нет;2025
EDUCATION_190;https://mitm.institute/journal--pedagogicheskoe-obrazovanie--pedagogicheskie-issledovaniya-kakie-metody-pomogayut-dostich-uspeha-v-obuchenii;yandex;education_yandex_22;3;Педагогические исследования: какие методы помогают;mitm.institute;7;5;9;5;6;6.4;средний;blog;Нет;2024
EDUCATION_191;https://cyberleninka.ru/article/n/tsifrovoe-obrazovanie-v-sovremennom-obschestve;yandex;education_yandex_21;3;ЦИФРОВОЕ ОБРАЗОВАНИЕ В СОВРЕМЕННОМ;cyberleninka.ru;8;9;8;9;5;7.8;средний;academic;Нет;2023
EDUCATION_192;https://career.habr.com/courses/analitika;yandex;education_yandex_43;3;ТОП онлайн-курсов по аналитике;career.habr.com;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_193;https://kpfu.ru/portal/docs/F1862933132/DAJDZhEST.mart.pdf;yandex;education_yandex_40;3;Адаптивное обучение;kpfu.ru;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_194;https://isobr.academy;yandex;education_yandex_41;3;Информационные системы в образовании - Обучение;isobr.academy;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_195;https://narodnoe.org/journals/shkolnie-tehnologii/2020-1/metodi-analiza-obrazovatelnih-dannih-i-sposobi-ih-primeneniya-v-pedagogicheskoiy-i-upravlencheskoiy-praktike-v-sfere-obrazovaniya;yandex;education_yandex_42;3;Методы анализа образовательных данных и способы;narodnoe.org;7;5;6;5;7;6.0;средний;blog;Нет;2024
EDUCATION_196;https://expeducation.ru/article/view?id=4503;yandex;education_yandex_1;3;РАЗРАБОТКА УПРАВЛЕНЧЕСКИХ РЕШЕНИЙ (МУЛЬТИМЕДИЙНЫЙ ЭЛЕКТРОННЫЙ УЧЕБНО-МЕТОДИЧЕСКИЙ КОМПЛЕКС);expeducation.ru;10;5;6;5;6;6.4;средний;blog;Нет;2024
EDUCATION_197;https://www.in-aim.ru/blog/chto-takoe-obrazovatelnaya-platforma-lms-i-kak-s-ee-pomoshchyu-upravlyat-obucheniem;yandex;education_yandex_31;4;Системы управления обучением (LMS): виды, функции;www.in-aim.ru;9;5;9;5;5;6.6;средний;blog;Нет;2024
EDUCATION_198;https://ioe.hse.ru/sovaobr;yandex;education_yandex_32;4;Серия «Современная аналитика образования;ioe.hse.ru;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_199;https://4brain.ru/blog/buduschee-obrazovatelnyh-tehnologii-perspektivy-i-vozmozhnosti;yandex;education_yandex_30;4;Будущее образовательных технологий: перспективы и;4brain.ru;6;5;9;5;5;6.0;средний;blog;Нет;2024
EDUCATION_200;https://cyberleninka.ru/article/n/etapy-resheniya-pedagogicheskoy-zadachi;yandex;education_yandex_22;4;ЭТАПЫ РЕШЕНИЯ ПЕДАГОГИЧЕСКОЙ ЗАДАЧИ – тема;cyberleninka.ru;6;9;6;9;5;7.0;средний;academic;Нет;2024
EDUCATION_201;https://moscow.mba/programs/course/online/cifrovaya-transformaciya-obrazovaniya-tehnologii-i-innovacii;yandex;education_yandex_21;4;Цифровые технологии в образовании: курс повышения;moscow.mba;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_202;https://karpov.courses/analytics;yandex;education_yandex_43;4;Курс Аналитик данных – Обучение с нуля в онлайн;karpov.courses;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_203;https://cyberleninka.ru/article/n/obzor-i-analiz-tehnologiy-dlya-adaptivnogo-obucheniya;yandex;education_yandex_40;4;ОБЗОР И АНАЛИЗ ТЕХНОЛОГИЙ ДЛЯ АДАПТИВНОГО;cyberleninka.ru;7;9;7;9;5;7.4;средний;academic;Нет;2022
EDUCATION_204;https://moodle.kstu.ru/mod/resource/view.php?id=64227;yandex;education_yandex_41;4;Информационные системы в образовании;moodle.kstu.ru;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_205;https://falconediting.com/ru/blog/analiz-obrazovatelnykh-dannykh-povyshenie-rezultatov-obucheniia-s-pomoshchiu-insaitov;yandex;education_yandex_42;4;Повышение результатов обучения с помощью инсайтов;falconediting.com;6;5;8;5;5;5.8;низкий;blog;Нет;2023
EDUCATION_206;https://teachbase.ru/learning/prinyatie-upravlencheskikh-reshenij;yandex;education_yandex_1;4;Принятие управленческих решений: методы, этапы и роль корпоративного обучения;teachbase.ru;9;5;6;5;6;6.2;средний;blog;Нет;2024
EDUCATION_207;https://www.work5.ru/spravochnik/pedagogika/pedagogicheskaja_zadacha_primer_reshenija_dlja_usp;yandex;education_yandex_20;4;Пример решения педагогических задач для успешного;www.work5.ru;6;5;9;5;5;6.0;средний;blog;Нет;2024
EDUCATION_208;https://learn.microsoft.com/ru-ru/microsoft-365/education/guide/1-reference/baseline-reference-lms;yandex;education_yandex_31;5;Системы управления обучением (LMS) - M365 Education;learn.microsoft.com;8;7;10;7;5;7.4;средний;industry;Нет;2025
EDUCATION_209;https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7_%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85_%D0%B2_%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B8;yandex;education_yandex_32;5;Анализ данных в образовании;ru.wikipedia.org;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_210;https://portal.tpu.ru/SHARED/k/KAV47/education/Tab2/pt_v_t.pdf;yandex;education_yandex_30;5;Современные образовательные технологии;portal.tpu.ru;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_211;https://nsportal.ru/shkola/materialy-metodicheskikh-obedinenii/library/2022/11/24/metodicheskiy-material-reshenie;yandex;education_yandex_22;5;"Методический материал ""Решение педагогических задач""";nsportal.ru;8;5;7;5;6;6.2;средний;blog;Нет;2022
EDUCATION_212;https://skillbox.ru/media/education/chto-takoe-tsifrovizatsiya-obrazovaniya-i-zachem-ona-nuzhna;yandex;education_yandex_21;5;Что такое цифровизация образования и зачем она нужна;skillbox.ru;7;5;8;5;6;6.2;средний;blog;Нет;2023
EDUCATION_213;https://skillbox.ru/courses/analitika;yandex;education_yandex_43;5;Онлайн курсы по аналитике | 30+ курсов и профессий;skillbox.ru;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_214;https://www.sviaz-expo.ru/ru/articles/novye-informacionnye-tehnologii-v-obrazovanii;yandex;education_yandex_41;5;Новые информационные технологии в образовании;www.sviaz-expo.ru;7;5;6;5;5;5.6;низкий;blog;Нет;2024
EDUCATION_215;https://www.researchgate.net/publication/342411964_Analiz_obrazovatelnyh_dannyh_napravlenia_i_perspektivy_primenenia;yandex;education_yandex_42;5;(PDF) Анализ образовательных данных: направления и;www.researchgate.net;7;9;6;9;5;7.2;средний;academic;Нет;2024
EDUCATION_216;https://emreview.ru/index.php/emr/article/view/1475/1252;yandex;education_yandex_1;5;[PDF] ПРОФЕССИОНАЛИЗАЦИЯ УПРАВЛЕНЧЕСКОГО ОБРАЗОВАНИЯ;emreview.ru;7;5;6;5;6;5.8;низкий;blog;Нет;2024
EDUCATION_217;https://cyberleninka.ru/article/n/k-voprosu-o-reshenii-pedagogicheskih-zadach;yandex;education_yandex_20;5;К ВОПРОСУ О РЕШЕНИИ ПЕДАГОГИЧЕСКИХ ЗАДАЧ;cyberleninka.ru;7;9;8;9;5;7.6;средний;academic;Нет;2023
EDUCATION_218;https://sberuniversity.ru/edutech-club/lab/glossary/904;yandex;education_yandex_31;6;Система управления обучением – Словарь-справочник;sberuniversity.ru;10;5;6;5;5;6.2;средний;blog;Нет;2024
EDUCATION_219;https://www.fa.ru/university/structure/university/uso/press-service/press-releases/analitika-v-obrazovanii-dannye-vozmozhnosti-i-mezhdunarodnoe-sravnenie;yandex;education_yandex_32;6;Аналитика в образовании: данные, возможности и;www.fa.ru;8;5;10;5;5;6.6;средний;blog;Нет;2025
EDUCATION_220;https://mozhga.ecvdo.ru/states/top-5-innovacionnyh-obrazovatelnyh-tehnologij-kotorye-menyayut-igru;yandex;education_yandex_30;6;Топ-5 инновационных образовательных технологий;mozhga.ecvdo.ru;8;5;6;5;5;5.8;низкий;blog;Нет;2024
EDUCATION_221;https://4brain.ru/pedagogika/new-methods.php;yandex;education_yandex_22;6;Урок 5. Современные методы обучения;4brain.ru;6;5;6;5;6;5.6;низкий;blog;Нет;2024
EDUCATION_222;https://dspace.tltsu.ru/bitstream/123456789/32066/1/Enik%201-50-23_EUMI_Z.pdf;yandex;education_yandex_21;6;ТЕХНОЛОГИИ ЦИФРОВОГО ОБРАЗОВАНИЯ;dspace.tltsu.ru;7;5;10;5;5;6.4;средний;blog;Нет;2025
EDUCATION_223;https://vc.ru/courses/analytics;yandex;education_yandex_43;6;Топ курсов по аналитике данных: обучение работе data;vc.ru;9;5;10;5;5;6.8;средний;blog;Нет;2026
EDUCATION_224;https://elib.psu.by/bitstream/123456789/23950/6/%D0%9B%D0%B5%D0%BA%D1%86%D0%B8%D1%8F%204.2%20%D0%90%D0%B4%D0%B0%D0%BF%D1%82%D0%B8%D0%B2%D0%BD%D0%BE%D0%B5%20%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.pdf;yandex;education_yandex_40;6;Лекция 4.2 Адаптивное обучение.pdf;elib.psu.by;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_225;https://cyberleninka.ru/article/n/obrazovatelnye-informatsionnye-sistemy-kak-obekt-analiza;yandex;education_yandex_41;6;ОБРАЗОВАТЕЛЬНЫЕ ИНФОРМАЦИОННЫЕ СИСТЕМЫ;cyberleninka.ru;8;9;9;9;5;8.0;высокий;academic;Нет;2024
EDUCATION_226;https://stepik.org/course/107444/info;yandex;education_yandex_1;6;Методы принятия управленческих решений - Stepik;stepik.org;9;5;6;5;6;6.2;средний;blog;Нет;2024
EDUCATION_227;https://niidpo.ru/blog/kratkiy-obzor-metodov-pedagogiki-chto-ispolzovat-sovremennomu-uchitelyu;yandex;education_yandex_20;6;Методы в педагогики: какие методы обучения;niidpo.ru;7;5;5;5;6;5.6;низкий;blog;Нет;2020
EDUCATION_228;https://www.ispring.ru/elearning-insights/6-best-lms-in-russia-by-users-opinion;yandex;education_yandex_31;7;6 лучших платформ для обучения по мнению;www.ispring.ru;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_229;https://www.vedomosti.ru/press_releases/2025/10/17/analitika-v-obrazovanii-dannie-vozmozhnosti-i-mezhdunarodnoe-sravnenie;yandex;education_yandex_32;7;Аналитика в образовании: данные, возможности и;www.vedomosti.ru;10;5;10;5;5;7.0;средний;blog;Нет;2025
EDUCATION_230;https://s-ba.ru/conf-posts-2022-10/tpost/43ogxbbm01-vidi-obrazovatelnih-tehnologii-proektnay;yandex;education_yandex_30;7;ВИДЫ ОБРАЗОВАТЕЛЬНЫХ ТЕХНОЛОГИЙ.;s-ba.ru;6;5;6;5;5;5.4;низкий;blog;Нет;2024
EDUCATION_231;https://skillbox.ru/media/education/kakie-byvayut-metody-obucheniya-ot-klassicheskikh-do-sovremennykh;yandex;education_yandex_22;7;Какие бывают методы обучения: от классических до;skillbox.ru;6;5;7;5;6;5.8;низкий;blog;Нет;2022
EDUCATION_232;https://www.researchgate.net/publication/367445553_Cifrovye_obrazovatelnye_tehnologii_v_obucenii_inostrannym_azykam_v_vuze;yandex;education_yandex_21;7;Цифровые образовательные технологии в обучении;www.researchgate.net;7;9;6;9;5;7.2;средний;academic;Нет;2024
EDUCATION_233;https://data.1t.ru/c/fox.html;yandex;education_yandex_43;7;Аналитик данных: онлайн-курс за 3 месяца с оплатой от;data.1t.ru;8;5;6;5;6;6.0;средний;blog;Нет;2024
